source_path,speed_hits,semantic_hits,text
weather/output/chronology_rescue_2022_high_priority_editorial_candidates_v1.csv,,retired,"R1G17-C0002,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_DAY1_RECAP.txt,INDYCAR_2022_DAY1_RECAP,169,Marco Andretti,""While slowing on his cooldown lap after his first attempt, Sato was judged to have impeded the qualifying attempt of the next driver, Marco Andretti."",,,after|next,2,c044edbc-0f6c-5aab-bdef-9c4156b50617|63982b5e-7639-5140-a6a2-702a77c2fc85,|Retired,2,LOW,REVIEW_REQUIRED,Discovery candidate only."
weather/output/chronology_rescue_2022_sato_required_reattempt_evidence_hits_v1.csv,226.108|230.345,second attempt|retired|withdrawn|qualifying run,"﻿hit_id,source_class,source_path,unit_index,text,invalidation_terms,reattempt_terms,first_terms,second_terms,speed_hits,deceleration_lane_terms,qualifying_lane_terms,promotion_status R1G27-H0001,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_DAY1_RECAP.txt,36,Two-time Indy 500 winner Takuma Sato ended up 12th at 231.708 in the No.,,,,,231.708,,,REVIEW_REQUIRED R1G27-H0002,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_DAY1_RECAP.txt,38,""Sato was forced to make a second attempt after his first run of 232.196 was disallowed after INDYCAR officials penalized Sato for qualifying interference and failure to follow instructions, affecting another competitor."",disallowed|penalized,second attempt,first run,second attempt,232.196,,,REVIEW_REQUIRED R1G27-H0003,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_DAY1_RECAP.txt,39,""While slowing on his cooldown lap after his first attempt, Sato was judged to have impeded the qualifying attempt of the next driver, Marco Andretti."",,,first attempt,,,,,REVIEW_REQUIRED R1G27-H0004,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_SATO_BUZZ.txt,6,""After completing his four-lap run of 232.196 mph, Sato failed to exit the backstretch onto the deceleration lane, which surprised the next driver beginning his qualifying run."",,,,,232.196,deceleration lane,,REVIEW_REQUIRED R1G27-H0005,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_SATO_BUZZ.txt,7,""Marco Andretti was furious when he came upon his slowing former Andretti Autosport te"
weather/output/chronology_rescue_2022_result_to_canonical_attempt_matches_v1.csv,226.108|230.345,retired|withdrawn,"﻿year,official_result_row,car_number,driver_name,official_speed_mph,official_status,attempt_id,attempt_key,car_attempt_index,canonical_speed_mph,canonical_result_status,match_score,match_reasons,match_status,canonical_promoted 2022,1,21,""VeeKay, Rinus"",233.655,,cef4544c-d721-54eb-bf70-ce8535756a5e,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_21|1|1,1,233.655,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,2,5,""O'Ward, Pato"",233.037,,e2318f1b-020c-5e41-abb3-2159a17b3a27,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_5|1|1,1,233.037,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,3,7,""Rosenqvist, Felix"",232.775,,8c6dd650-69c2-52af-8840-a92c88cb517e,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_7|1|1,1,232.775,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,4,10,""Palou, Alex"",232.774,,e10faf3a-59f8-5528-9a9b-1ea63c1322c9,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_10|1|1,1,232.774,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,5,1,""Kanaan, Tony"",232.625,,a21e6e46-405e-5d8b-933f-63c35adeec21,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_1|1|1,1,232.625,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,6,48,""Johnson, Jimmie"",232.398,,98dc390f-b38c-5384-b51e-9f479c8859a6,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_48|1|1,1,232.398,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,7,33,""Carpenter, Ed"",232.397,,db54aa3f-0c36-5472-94f1-5c4555dd1a53,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_33|1|1,1,232.397,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"","
weather/output/chronology_rescue_2022_result_to_canonical_attempt_matches_v3.csv,226.108|230.345,retired|withdrawn,"﻿year,official_result_row,car_number,driver_name,official_speed_mph,official_status,attempt_id,attempt_key,car_attempt_index,canonical_speed_mph,canonical_result_status,match_score,match_reasons,match_status,canonical_promoted,car_number_v2_original,car_number_literal_repaired,car_number_literal_source,canonical_driver_name,official_pdf_driver_name,driver_identity_verified,official_literal_car_number,official_literal_car_number_matches_canonical,repair_stage 2022,1,21,""VeeKay, Rinus"",233.655,,cef4544c-d721-54eb-bf70-ce8535756a5e,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_21|1|1,1,233.655,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False,21,False,CANONICAL_ATTEMPT_ID_GROUNDED,Rinus VeeKay,""VeeKay, Rinus"",True,21,True,R1G25H 2022,2,5,""O'Ward, Pato"",233.037,,e2318f1b-020c-5e41-abb3-2159a17b3a27,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_5|1|1,1,233.037,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False,5,False,CANONICAL_ATTEMPT_ID_GROUNDED,Pato O'Ward,""O'Ward, Pato"",True,5,True,R1G25H 2022,3,7,""Rosenqvist, Felix"",232.775,,8c6dd650-69c2-52af-8840-a92c88cb517e,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_7|1|1,1,232.775,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False,7,False,CANONICAL_ATTEMPT_ID_GROUNDED,Felix Rosenqvist,""Rosenqvist, Felix"",True,7,True,R1G25H 2022,4,10,""Palou, Alex"",232.774,,e10faf3a-59f8-5528-9a9b-1ea63c1322c9,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_10|1|1,1,232.774,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False,10,False,CANONICAL_ATTEMPT_ID_GROUNDED,Alex Palou,""Palou, Alex"",True,10,True,R1G25H 2022,5,1,""Kanaan, Tony"",232.625,,a21e6e46-405e-5d8b-933f-63c35adeec21,INDY500_"
weather/output/chronology_rescue_2022_result_to_canonical_attempt_matches_v2.csv,226.108|230.345,retired|withdrawn,"﻿year,official_result_row,car_number,driver_name,official_speed_mph,official_status,attempt_id,attempt_key,car_attempt_index,canonical_speed_mph,canonical_result_status,match_score,match_reasons,match_status,canonical_promoted 2022,1,21,""VeeKay, Rinus"",233.655,,cef4544c-d721-54eb-bf70-ce8535756a5e,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_21|1|1,1,233.655,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,2,5,""O'Ward, Pato"",233.037,,e2318f1b-020c-5e41-abb3-2159a17b3a27,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_5|1|1,1,233.037,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,3,7,""Rosenqvist, Felix"",232.775,,8c6dd650-69c2-52af-8840-a92c88cb517e,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_7|1|1,1,232.775,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,4,10,""Palou, Alex"",232.774,,e10faf3a-59f8-5528-9a9b-1ea63c1322c9,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_10|1|1,1,232.774,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,5,1,""Kanaan, Tony"",232.625,,a21e6e46-405e-5d8b-933f-63c35adeec21,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_1|1|1,1,232.625,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,6,48,""Johnson, Jimmie"",232.398,,98dc390f-b38c-5384-b51e-9f479c8859a6,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_48|1|1,1,232.398,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"",UNIQUE_MATCH,False 2022,7,33,""Carpenter, Ed"",232.397,,db54aa3f-0c36-5472-94f1-5c4555dd1a53,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_33|1|1,1,232.397,VALID_RETAINED,30,""[""""CAR_MATCH"""", """"SPEED_MATCH"""", """"OFFICIAL_STATUS_EMPTY""""]"","
weather/output/chronology_rescue_2022_editorial_entity_matches_v1.csv,226.108|230.345,retired|withdrawn,"﻿candidate_id,source_id,driver_name,car_number,speed_mph,official_result_row,official_result_status,official_result_source_file,official_result_source_line,match_semantic,chronology_promoted R1G4-C0001,INDYCAR_2022_DAY1_RECAP,Pato O'Ward,5,233.037,2,,2022_6033_01_Results.txt,9,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0001,INDYCAR_2022_DAY1_RECAP,Scott McLaughlin,3,230.154,26,,2022_6033_01_Results.txt,33,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0001,INDYCAR_2022_DAY1_RECAP,Scott McLaughlin,3,231.543,34,Withdrawn,2022_6033_01_Results.txt,41,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0007,INDYCAR_2022_DAY1_RECAP,Alex Palou,10,232.774,4,,2022_6033_01_Results.txt,11,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0010,INDYCAR_2022_DAY1_RECAP,Will Power,12,231.842,11,,2022_6033_01_Results.txt,18,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0012,INDYCAR_2022_DAY1_RECAP,Marco Andretti,98,230.345,23,,2022_6033_01_Results.txt,30,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0012,INDYCAR_2022_DAY1_RECAP,Marco Andretti,98,226.108,39,Retired,2022_6033_01_Results.txt,46,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0018,INDYCAR_2022_DAY1_RECAP,Scott McLaughlin,3,230.154,26,,2022_6033_01_Results.txt,33,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0018,INDYCAR_2022_DAY1_RECAP,Scott McLaughlin,3,231.543,34,Withdrawn,2022_6033_01_Results.txt,41,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0018,INDYCAR_2022_DAY1_RECAP,Alex Palou,10,232.774,4,,2022_6033_01_Results.txt,11,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0020,INDYCAR_2022_SATO_BUZZ,Pato O'Ward,5,233.037,2,,2022_6033_01_Results.txt,9,EDITORIAL_ENTITY_TO_OFFICIAL_RESULT_CANDIDATE,False R1G4-C0020,I"
weather/output/official_day1_api_record_inventory_v1.csv,230.345,,"Foyt Enterprises, 2022,6033,18,""{""""BestLapTime"""": null, """"BestSpeed"""": null, """"BestSpeedFormatted"""": null, """"CarNumber"""": """"20"""", """"Difference"""": null, """"DriverName"""": """"Conor Daly"""", """"DriverOverrideID"""": 4218, """"DriverUrl"""": """"/Drivers/Conor-Daly"""", """"DriversID"""": 4218, """"ElapsedTime"""": """"02:35.8451"""", """"EventsEntrylistID"""": 34656, """"EventsSessionsDetailsID"""": 105061, """"EventsSessionsID"""": 6033, """"FirstName"""": """"Conor"""", """"Gap"""": null, """"InLap"""": null, """"IsDeleted"""": false, """"LapsComplete"""": null, """"LapsDown"""": null, """"LapsLed"""": null, """"LastName"""": """"Daly"""", """"PitStops"""": null, """"PointsEarned"""": null, """"PositionFinish"""": 18, """"PositionStart"""": null, """"QualLap1"""": """" 38.7183"""", """"QualLap2"""": """" 38.8838"""", """"QualLap3"""": """" 38.9911"""", """"QualLap4"""": """" 39.2519"""", """"SpeedAvg"""": 230.999, """"SpeedAvgFormatted"""": """"230.999"""", """"Status"""": null, """"TeamName"""": """"ECR"""", """"TimesLed"""": null}"",,,,20,,Conor Daly,4218,/Drivers/Conor-Daly,4218,02:35.8451,34656,105061,6033,Conor,,,False,,,,Daly,,,18,, 38.7183, 38.8838, 38.9911, 39.2519,230.999,230.999,,ECR, 2022,6033,19,""{""""BestLapTime"""": null, """"BestSpeed"""": null, """"BestSpeedFormatted"""": null, """"CarNumber"""": """"77"""", """"Difference"""": null, """"DriverName"""": """"Callum Ilott"""", """"DriverOverrideID"""": 4939, """"DriverUrl"""": null, """"DriversID"""": 4939, """"ElapsedTime"""": """"02:35.8707"""", """"EventsEntrylistID"""": 34667, """"EventsSessionsDetailsID"""": 105062, """"EventsSessionsID"""": 6033, """"FirstName"""": """"Callum"""", """"Gap"""": null, """"InLap"""": null, """"IsDeleted"""": false, """"LapsComplete"""": null, """"LapsDown"""": null, """"LapsLed"""": null, """"LastName"""": """"Ilott"""", """"PitStops"""": null, """"PointsEarned"""": null, """"PositionFinish"""": 19, """"PositionStart"""": null, """"QualLap1"""": """" 38.8151"""", """"QualLap2"""": """" 38.8849"""", """"QualLap3"""": """" 38.9907"""", """"QualLap4"""": """" 39.1800"""", """"S"
weather/output/official_day1_api_record_inventory_v1.csv,226.108,,"Foyt Enterprises, 2022,6033,30,""{""""BestLapTime"""": null, """"BestSpeed"""": null, """"BestSpeedFormatted"""": null, """"CarNumber"""": """"6"""", """"Difference"""": null, """"DriverName"""": """"Juan Pablo Montoya"""", """"DriverOverrideID"""": 4002, """"DriverUrl"""": null, """"DriversID"""": 4002, """"ElapsedTime"""": """"02:37.4655"""", """"EventsEntrylistID"""": 34670, """"EventsSessionsDetailsID"""": 105073, """"EventsSessionsID"""": 6033, """"FirstName"""": """"Juan Pablo"""", """"Gap"""": null, """"InLap"""": null, """"IsDeleted"""": false, """"LapsComplete"""": null, """"LapsDown"""": null, """"LapsLed"""": null, """"LastName"""": """"Montoya"""", """"PitStops"""": null, """"PointsEarned"""": null, """"PositionFinish"""": 30, """"PositionStart"""": null, """"QualLap1"""": """" 39.2195"""", """"QualLap2"""": """" 39.2360"""", """"QualLap3"""": """" 39.4915"""", """"QualLap4"""": """" 39.5185"""", """"SpeedAvg"""": 228.622, """"SpeedAvgFormatted"""": """"228.622"""", """"Status"""": null, """"TeamName"""": """"Arrow McLaren"""", """"TimesLed"""": null}"",,,,6,,Juan Pablo Montoya,4002,,4002,02:37.4655,34670,105073,6033,Juan Pablo,,,False,,,,Montoya,,,30,, 39.2195, 39.2360, 39.4915, 39.5185,228.622,228.622,,Arrow McLaren, 2022,6033,31,""{""""BestLapTime"""": null, """"BestSpeed"""": null, """"BestSpeedFormatted"""": null, """"CarNumber"""": """"30"""", """"Difference"""": null, """"DriverName"""": """"Christian Lundgaard"""", """"DriverOverrideID"""": 4938, """"DriverUrl"""": """"/Drivers/Christian-Lundgaard"""", """"DriversID"""": 4938, """"ElapsedTime"""": """"02:38.5531"""", """"EventsEntrylistID"""": 34662, """"EventsSessionsDetailsID"""": 105074, """"EventsSessionsID"""": 6033, """"FirstName"""": """"Christian"""", """"Gap"""": null, """"InLap"""": null, """"IsDeleted"""": false, """"LapsComplete"""": null, """"LapsDown"""": null, """"LapsLed"""": null, """"LastName"""": """"Lundgaard"""", """"PitStops"""": null, """"PointsEarned"""": null, """"PositionFinish"""": 31, """"PositionStart"""": null, """"QualLap1"""": """" 39.5436"""", """"QualLap2"""": """" 39.3861"""", """"Qua"
weather/output/official_api_record_semantics_by_car_v1.csv,226.108|230.345,,"﻿year,session_id,car_number,driver_name,rows_for_car,api_list_index,position_finish,position_start,events_sessions_details_id,events_entrylist_id,status,speed_avg,elapsed_time,qual_lap_1,qual_lap_2,qual_lap_3,qual_lap_4 2020,5771,9,Scott Dixon,4,5,5,,99791,33574,,231.155,02:35.7396,38.7626,38.9061,38.9957,39.0752 2020,5771,9,Scott Dixon,4,34,34,,99820,33574,,231.56,01:56.6005,38.7337,38.8790,38.9878,0.0000 2020,5771,9,Scott Dixon,4,35,35,,99821,33574,,231.094,02:35.7809,38.8287,38.9341,38.9760,39.0421 2020,5771,9,Scott Dixon,4,36,36,,99822,33574,,231.053,02:35.8085,38.8573,38.9246,39.0051,39.0215 2020,5771,12,Will Power,3,22,22,,99808,33576,,229.701,02:36.7252,39.0721,39.1698,39.2205,39.2628 2020,5771,12,Will Power,3,48,48,,99834,33576,,229.423,01:57.6866,39.1257,39.2011,39.3598,0.0000 2020,5771,12,Will Power,3,51,51,,99837,33576,,229.268,00:39.2553,39.2553,0.0000,0.0000,0.0000 2020,5771,26,Zach Veach,3,17,17,,99803,33583,,229.961,02:36.5484,39.0212,39.1183,39.1841,39.2248 2020,5771,26,Zach Veach,3,46,46,,99832,33583,,229.755,01:18.3443,39.0922,39.2521,0.0000,0.0000 2020,5771,26,Zach Veach,3,53,53,,99839,33583,,228.515,01:18.7693,39.1488,39.6205,0.0000,0.0000 2020,5771,30,Takuma Sato,3,9,9,,99795,33586,,230.792,02:35.9844,38.9200,39.0011,39.0100,39.0533 2020,5771,30,Takuma Sato,3,40,40,,99826,33586,,230.307,02:36.3134,38.9882,39.0783,39.0934,39.1535 2020,5771,30,Takuma Sato,3,43,43,,99829,33586,,229.852,02:36.6225,39.0670,39.1406,39.1826,39.2323 2020,5771,88,Colton Herta,3,10,10,,99796,33590,,230.775,02:35.9962,38.8374,38.9965,39.0561,39.1062 2020,5771,88,Colton Herta,3,37,37,,99823,33590,,230.56,02:36.1418,38.9383,39.0188,39.0771,39.1076 2020,5771,88,Colton Herta,3,39,39,,99825,33590,,230.429,01:57.1727,38.9688,39.0705,39.1334,0.0000 2020,5771,1,Josef Newgarden,2,13,13"
weather/output/chronology_rescue_2022_sato_marco_result_context_v1.csv,226.108|230.345,retired,"﻿year,car_number,expected_driver,driver_name_pdf,result_row,speed_avg_mph,elapsed_time,status,source_file,source_line_number,chronology_assigned 2022,51,Takuma Sato,""Sato, Takuma"",12,231.708,02:35.3679,,2022_6033_01_Results.txt,19,False 2022,51,Takuma Sato,""Sato, Takuma"",33,232.196,02:35.0413,Failed Attempt,2022_6033_01_Results.txt,40,False 2022,98,Marco Andretti,""Andretti, Marco"",23,230.345,02:36.2875,,2022_6033_01_Results.txt,30,False 2022,98,Marco Andretti,""Andretti, Marco"",39,226.108,02:39.2161,Retired,2022_6033_01_Results.txt,46,False"
weather/output/chronology_evidence_field_inventory_v1.csv,,returned|retired|withdrawn,"Petersburg"""", """"INDYCAR Harvest GP Race 2"""", """"INDYCAR Harvest GP Race 1"""", """"Honda Indy 200 at Mid-Ohio Race 2"""", """"Honda Indy 200 at Mid-Ohio Race 1"""", """"Bommarito Automotive Group Race 2"""", """"Bommarito Automotive Group Race 1"""", """"104th Running of the Indianapolis 500""""]"" weather/evidence/rescue/official_indy500_correct_series/2020_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[] weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,Sessions,TIME_LIKE,[] weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,""[""""5283"""", """"5354"""", """"5296"""", """"5361"""", """"5364"""", """"5362"""", """"5363"""", """"5369""""]"" weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,""[""""Acura Grand Prix of Long Beach"""", """"Firestone Grand Prix of Monterey"""", """"Grand Prix of Portland"""", """"Bommarito Automotive Group 500"""", """"Big Machine Spiked Coolers Grand Prix"""", """"Big Machine Music City Grand Prix"""", """"Honda Indy 200 at Mid-Ohio"""", """"REV Group Grand Prix""""]"" weather/evidence/rescue/official_indy500_correct_series/2021_events_by_year_series_correct.json,Sessions,IDENTITY_LIKE,[] weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,Sessions,TIME_LIKE,[] weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,EventID,IDENTITY_LIKE,""[""""5370"""", """"5384"""", """"5383"""", """"5382"""", """"5381"""", """"5380"""", """"5379"""", """"5385""""]"" weather/evidence/rescue/official_indy500_correct_series/2022_events_by_year_series_correct.json,EventName,IDENTITY_LIKE,""[""""Firestone Grand Prix of Monterey"""", """"Grand Prix of Portland"""", """"Bommarito Automotive Group 500"""", """"Big Machine Mus"
weather/output/chronology_rescue_2022_official_evidence_v1.csv,,qualifying run,"R1G3-2022-51-BEFORE-MARCO,2022,INDY500_DAY1_2022,51,Takuma Sato,232.196,33,Failed Attempt,ORDERING_ONLY,,,,98,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-buzz,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,True,False,False,False,Additive rescue evidence only."
weather/output/official_action_lane_leaderboard_local_evidence_hits_v1.csv,,retired|withdrawn,"11:00 AM - 6:00 PM ET FIRESTONE FAST S"",UNREVIEWED 2024,weather/evidence/extracted_text/2024/indycar-results-p6-05-18-2024-morn.txt,.txt,rank,report;result;results;session,"" Indianapolis Motor Speedway Results of Session May 18, 2024 108th Running of the Indianapolis 500 Event: Track: Report: Practice 6 Session: NTT INDYCAR SERIES 2.5 mile(s) Round 5 Rank Car Driver Name C/E/T Time Speed Diff Gap Best Lap Total Laps 1 10 Palou, Alex D/H/F 00:38.6720 232.727 --.---- --.---- 3 7 2 8 Lundqvist, Linus (R) D/H/F 00:38.7055 232.525 0.0335 0.0335 11 14 3 11 Armstrong, Marcus (R) D/H/F 00:38.7237 232.416 0.0517 0.0182 3 13 4 77 Grosjean, Romain D/C/F"",UNREVIEWED 2024,weather/evidence/extracted_text/2024/indycar-sectionresults-race-05-26-2024.txt,.txt,,entry;report;session,,UNREVIEWED 2021,weather/evidence/extracted_text/2021/2021-indycar-results-p6.txt,.txt,rank,report;result;results;session,"" Indianapolis Motor Speedway Results of Session May 22, 2021 105th Running of the Indianapolis 500 Event: Track: Report: Practice 6 Session: NTT INDYCAR SERIES 2.5 mile(s) Round 6 Rank Car Driver Name C/E/T Time Speed Diff Gap Best Lap Total Laps 1 60 Harvey, Jack D/H/F 00:39.0583 230.425 --.---- --.---- 3 8 2 30 Sato, Takuma D/H/F 00:39.0774 230.312 0.0191 0.0191 6 6 3 28 Hunter-Reay, Ryan D/H/F 00:39.0971 230.196 0.0388 0.0197 5 15 4 3 McLaughlin, Scott (R) D/C/F 00:39.1"",UNREVIEWED 2021,weather/evidence/extracted_text/2021/2021-indycar-results-p7-sun-morning.txt,.txt,rank,report;result;results;session,"" Indianapolis Motor Speedway Results of Session May 23, 2021 105th Running of the Indianapolis 500 Event: Track: Report: Practice 7 Session: NTT INDYCAR SERIES 2.5 mile(s) Round 6 Rank Car Driver Name C/E/T Time Speed Diff Gap Best Lap Total Laps 1 06 Castroneves, Helio D/H/F 00:39.0440 2"
weather/output/chronology_rescue_2022_repeat_group_denominator_reconciliation_v1.csv,,retired|withdrawn,"﻿driver_name,legacy_included,current_broad_included,attempt_id,car_attempt_index,canonical_result_status,official_status,official_result_row Alexander Rossi,True,True,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,1,VALID_RETAINED,Withdrawn,35 Alexander Rossi,True,True,b3147013-0fda-5982-bea1-85788019ef89,2,VALID_RETAINED,,20 Callum Ilott,True,True,3cd6d98a-da75-5822-8dae-05e83ad8457c,1,VALID_RETAINED,Retired,37 Callum Ilott,True,True,8fa25fec-e5a6-5844-b3d7-f67c9dc91378,2,VALID_RETAINED,,19 Colton Herta,False,True,784d352d-2b04-566e-8aef-19317c10d0fa,1,VALID_RETAINED,,25 Colton Herta,False,True,88fe3936-d77d-5a12-bdd7-0104979729da,,UNKNOWN,Waved Off,41 David Malukas,True,True,619575d3-e7eb-5cce-886f-0a8485b98eba,1,VALID_RETAINED,Retired,36 David Malukas,True,True,85c917fa-1c7a-52cb-a47f-468b4bdae9a5,2,VALID_RETAINED,,13 Helio Castroneves,True,True,01896a4f-c482-5093-a806-89bc4273641d,1,VALID_RETAINED,Withdrawn,40 Helio Castroneves,True,True,90eea27e-6e83-5e24-8428-811eae3ff157,2,VALID_RETAINED,,27 Josef Newgarden,False,True,83034975-303c-57b1-9190-95bc705d3941,1,VALID_RETAINED,,14 Josef Newgarden,False,True,a395f440-40c9-5b57-82bb-b5353a862b0f,,UNKNOWN,No Attempt,42 Marco Andretti,True,True,63982b5e-7639-5140-a6a2-702a77c2fc85,2,VALID_RETAINED,,23 Marco Andretti,True,True,c044edbc-0f6c-5aab-bdef-9c4156b50617,1,VALID_RETAINED,Retired,39 Sage Karam,True,True,2c453335-3a19-5653-8d5c-79d94db93028,2,VALID_RETAINED,,22 Sage Karam,True,True,4778bf12-3fb5-5321-b4ae-9dc2f0880c25,,UNKNOWN,No Attempt,44 Sage Karam,True,True,8e0c8731-4ddc-515a-949e-7902dd01eaeb,1,VALID_RETAINED,Withdrawn,38 Scott McLaughlin,True,True,43d9c081-67f5-5d6f-8b48-9db0ac683a6c,2,VALID_RETAINED,,26 Scott McLaughlin,True,True,d2ae8749-6312-5afd-b193-dd23dc071124,1,VALID_RETAINED,Withdrawn,34 Takuma Sato,True,True,21"
