path,key,value_type,value,year,session_id
root.records[38].QualLap3,QualLap3,str, 39.9738,2018,5320
root.records[38].QualLap4,QualLap4,str, 40.0473,2018,5320
root.records[39].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[39].ElapsedTime,ElapsedTime,str,02:40.1541,2018,5320
root.records[39].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[39].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[39].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[39].InLap,InLap,NoneType,None,2018,5320
root.records[39].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[39].QualLap1,QualLap1,str, 39.9378,2018,5320
root.records[39].QualLap2,QualLap2,str, 40.0206,2018,5320
root.records[39].QualLap3,QualLap3,str, 40.1031,2018,5320
root.records[39].QualLap4,QualLap4,str, 40.0926,2018,5320
root.records[40].DriverUrl,DriverUrl,str,/Drivers/Conor-Daly,2018,5320
root.records[40].ElapsedTime,ElapsedTime,str,02:40.1879,2018,5320
root.records[40].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[40].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[40].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[40].InLap,InLap,NoneType,None,2018,5320
root.records[40].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[40].QualLap1,QualLap1,str, 39.9498,2018,5320
root.records[40].QualLap2,QualLap2,str, 40.0617,2018,5320
root.records[40].QualLap3,QualLap3,str, 40.0995,2018,5320
root.records[40].QualLap4,QualLap4,str, 40.0769,2018,5320
root.records[41].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[41].ElapsedTime,ElapsedTime,str,02:40.4565,2018,5320
root.records[41].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[41].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[41].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[41].InLap,InLap,NoneType,None,2018,5320
root.records[41].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[41].QualLap1,QualLap1,str, 40.0303,2018,5320
root.records[41].QualLap2,QualLap2,str, 40.0467,2018,5320
root.records[41].QualLap3,QualLap3,str, 40.1535,2018,5320
root.records[41].QualLap4,QualLap4,str, 40.2260,2018,5320
root.records[42].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[42].ElapsedTime,ElapsedTime,str,02:40.9617,2018,5320
root.records[42].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[42].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[42].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[42].InLap,InLap,NoneType,None,2018,5320
root.records[42].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[42].QualLap1,QualLap1,str, 40.1200,2018,5320
root.records[42].QualLap2,QualLap2,str, 40.1771,2018,5320
root.records[42].QualLap3,QualLap3,str, 40.2679,2018,5320
root.records[42].QualLap4,QualLap4,str, 40.3967,2018,5320
root.records[43].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[43].ElapsedTime,ElapsedTime,str,02:41.1871,2018,5320
root.records[43].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[43].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[43].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[43].InLap,InLap,NoneType,None,2018,5320
root.records[43].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[43].QualLap1,QualLap1,str, 40.1929,2018,5320
root.records[43].QualLap2,QualLap2,str, 40.3275,2018,5320
root.records[43].QualLap3,QualLap3,str, 40.3347,2018,5320
root.records[43].QualLap4,QualLap4,str, 40.3320,2018,5320
root.records[44].DriverUrl,DriverUrl,str,/Drivers/Conor-Daly,2018,5320
root.records[44].ElapsedTime,ElapsedTime,str,02:41.6642,2018,5320
root.records[44].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[44].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[44].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[44].InLap,InLap,NoneType,None,2018,5320
root.records[44].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[44].QualLap1,QualLap1,str, 40.0243,2018,5320
root.records[44].QualLap2,QualLap2,str, 40.5358,2018,5320
root.records[44].QualLap3,QualLap3,str, 40.4942,2018,5320
root.records[44].QualLap4,QualLap4,str, 40.6099,2018,5320
root.records[45].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[45].ElapsedTime,ElapsedTime,str,02:02.6906,2018,5320
root.records[45].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[45].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[45].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[45].InLap,InLap,NoneType,None,2018,5320
root.records[45].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[45].QualLap1,QualLap1,str, 40.5583,2018,5320
root.records[45].QualLap2,QualLap2,str, 40.8462,2018,5320
root.records[45].QualLap3,QualLap3,str, 41.2861,2018,5320
root.records[45].QualLap4,QualLap4,str,  0.0000,2018,5320
root.records[46].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[46].ElapsedTime,ElapsedTime,str,02:16.8236,2018,5320
root.records[46].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[46].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[46].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[46].InLap,InLap,NoneType,None,2018,5320
root.records[46].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[46].QualLap1,QualLap1,str, 44.6739,2018,5320
root.records[46].QualLap2,QualLap2,str, 45.8510,2018,5320
root.records[46].QualLap3,QualLap3,str, 46.2987,2018,5320
root.records[46].QualLap4,QualLap4,str,  0.0000,2018,5320
root.records[47].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[47].ElapsedTime,ElapsedTime,str,00:00.0000,2018,5320
root.records[47].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[47].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[47].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[47].InLap,InLap,NoneType,None,2018,5320
root.records[47].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[47].QualLap1,QualLap1,str,  0.0000,2018,5320
root.records[47].QualLap2,QualLap2,str,  0.0000,2018,5320
root.records[47].QualLap3,QualLap3,str,  0.0000,2018,5320
root.records[47].QualLap4,QualLap4,str,  0.0000,2018,5320
root.SessionReports,SessionReports,list,,2018,5320
root.SessionReports[0].DocumentID,DocumentID,str,4c9eb3cb-984c-4e3d-91a3-e59b4450d147,2018,5320
root.SessionReports[0].Name,Name,str,Overall Results,2018,5320
root.SessionReports[0].Url,Url,str,INDYCAR/Documents/5320/2018-05-19/indycar-qualresults-Day1.pdf,2018,5320
root.SessionReports[0].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[0].modified_date,modified_date,str,/Date(1526772349007)/,2018,5320
root.SessionReports[0].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[0].DocumentType,DocumentType,str,Overall Results,2018,5320
root.SessionReports[0].SortOrder,SortOrder,int,6,2018,5320
root.SessionReports[1].DocumentID,DocumentID,str,62d4d2f2-2ae0-4b3f-ab66-fdc511e873e8,2018,5320
root.SessionReports[1].Name,Name,str,Results,2018,5320
root.SessionReports[1].Url,Url,str,INDYCAR/Documents/5320/2018-05-20/indycar-results-quals-day1.pdf,2018,5320
root.SessionReports[1].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[1].modified_date,modified_date,str,/Date(1526858013897)/,2018,5320
root.SessionReports[1].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[1].DocumentType,DocumentType,str,Results,2018,5320
root.SessionReports[1].SortOrder,SortOrder,int,8,2018,5320
root.SessionReports[2].DocumentID,DocumentID,str,306739bf-2f6b-438e-b5bb-28ec74eaf24e,2018,5320
root.SessionReports[2].Name,Name,str,Section Results,2018,5320
root.SessionReports[2].Url,Url,str,INDYCAR/Documents/5320/2018-05-19/indycar-sectionresults-quals-day1.pdf,2018,5320
root.SessionReports[2].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[2].modified_date,modified_date,str,/Date(1526767745147)/,2018,5320
root.SessionReports[2].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[2].DocumentType,DocumentType,str,Section Results,2018,5320
root.SessionReports[2].SortOrder,SortOrder,int,9,2018,5320
root.SessionReports[3].DocumentID,DocumentID,str,7e11d3bf-2301-44c1-9a01-fbd20df02fad,2018,5320
root.SessionReports[3].Name,Name,str,Top Section Times,2018,5320
root.SessionReports[3].Url,Url,str,INDYCAR/Documents/5320/2018-05-19/indycar-topsectiontimes-quals-day1.pdf,2018,5320
root.SessionReports[3].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[3].modified_date,modified_date,str,/Date(1526767759447)/,2018,5320
root.SessionReports[3].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[3].DocumentType,DocumentType,str,Top Section Times,2018,5320
root.SessionReports[3].SortOrder,SortOrder,int,10,2018,5320
root.records[0].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[0].ElapsedTime,ElapsedTime,str,02:36.4655,2019,5565
root.records[0].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[0].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[0].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[0].InLap,InLap,NoneType,None,2019,5565
root.records[0].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[0].QualLap1,QualLap1,str, 38.9948,2019,5565
root.records[0].QualLap2,QualLap2,str, 39.1172,2019,5565
root.records[0].QualLap3,QualLap3,str, 39.1649,2019,5565
root.records[0].QualLap4,QualLap4,str, 39.1886,2019,5565
root.records[1].DriverUrl,DriverUrl,str,/Drivers/Will-Power,2019,5565
root.records[1].ElapsedTime,ElapsedTime,str,02:36.4666,2019,5565
root.records[1].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[1].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[1].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[1].InLap,InLap,NoneType,None,2019,5565
root.records[1].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[1].QualLap1,QualLap1,str, 39.0569,2019,5565
root.records[1].QualLap2,QualLap2,str, 39.0969,2019,5565
root.records[1].QualLap3,QualLap3,str, 39.1544,2019,5565
root.records[1].QualLap4,QualLap4,str, 39.1584,2019,5565
root.records[2].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[2].ElapsedTime,ElapsedTime,str,02:36.6210,2019,5565
root.records[2].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[2].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[2].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[2].InLap,InLap,NoneType,None,2019,5565
root.records[2].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[2].QualLap1,QualLap1,str, 39.0420,2019,5565
root.records[2].QualLap2,QualLap2,str, 39.1539,2019,5565
root.records[2].QualLap3,QualLap3,str, 39.1768,2019,5565
root.records[2].QualLap4,QualLap4,str, 39.2483,2019,5565
root.records[3].DriverUrl,DriverUrl,str,/Drivers/Josef-Newgarden,2019,5565
root.records[3].ElapsedTime,ElapsedTime,str,02:36.6924,2019,5565
root.records[3].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[3].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[3].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[3].InLap,InLap,NoneType,None,2019,5565
root.records[3].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[3].QualLap1,QualLap1,str, 39.1083,2019,5565
root.records[3].QualLap2,QualLap2,str, 39.1758,2019,5565
root.records[3].QualLap3,QualLap3,str, 39.1681,2019,5565
root.records[3].QualLap4,QualLap4,str, 39.2402,2019,5565
root.records[4].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[4].ElapsedTime,ElapsedTime,str,02:36.8779,2019,5565
root.records[4].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[4].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[4].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[4].InLap,InLap,NoneType,None,2019,5565
root.records[4].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[4].QualLap1,QualLap1,str, 39.1660,2019,5565
root.records[4].QualLap2,QualLap2,str, 39.2037,2019,5565
root.records[4].QualLap3,QualLap3,str, 39.2797,2019,5565
root.records[4].QualLap4,QualLap4,str, 39.2285,2019,5565
root.records[5].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[5].ElapsedTime,ElapsedTime,str,02:36.9035,2019,5565
root.records[5].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[5].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[5].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[5].InLap,InLap,NoneType,None,2019,5565
root.records[5].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[5].QualLap1,QualLap1,str, 38.9585,2019,5565
root.records[5].QualLap2,QualLap2,str, 39.1186,2019,5565
root.records[5].QualLap3,QualLap3,str, 39.2825,2019,5565
root.records[5].QualLap4,QualLap4,str, 39.5439,2019,5565
root.records[6].DriverUrl,DriverUrl,str,/Drivers/Ed-Carpenter,2019,5565
root.records[6].ElapsedTime,ElapsedTime,str,02:36.9658,2019,5565
root.records[6].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[6].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[6].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[6].InLap,InLap,NoneType,None,2019,5565
root.records[6].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[6].QualLap1,QualLap1,str, 39.1257,2019,5565
root.records[6].QualLap2,QualLap2,str, 39.2107,2019,5565
root.records[6].QualLap3,QualLap3,str, 39.2890,2019,5565
root.records[6].QualLap4,QualLap4,str, 39.3404,2019,5565
root.records[7].DriverUrl,DriverUrl,str,/Drivers/Alexander-Rossi,2019,5565
root.records[7].ElapsedTime,ElapsedTime,str,02:37.0217,2019,5565
root.records[7].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[7].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[7].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[7].InLap,InLap,NoneType,None,2019,5565
root.records[7].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[7].QualLap1,QualLap1,str, 39.1713,2019,5565
root.records[7].QualLap2,QualLap2,str, 39.2488,2019,5565
root.records[7].QualLap3,QualLap3,str, 39.2778,2019,5565
root.records[7].QualLap4,QualLap4,str, 39.3238,2019,5565
root.records[8].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[8].ElapsedTime,ElapsedTime,str,02:37.3427,2019,5565
root.records[8].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[8].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[8].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[8].InLap,InLap,NoneType,None,2019,5565
root.records[8].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[8].QualLap1,QualLap1,str, 39.1771,2019,5565
root.records[8].QualLap2,QualLap2,str, 39.1713,2019,5565
root.records[8].QualLap3,QualLap3,str, 39.6865,2019,5565
root.records[8].QualLap4,QualLap4,str, 39.3078,2019,5565
root.records[9].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[9].ElapsedTime,ElapsedTime,str,02:37.3729,2019,5565
root.records[9].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[9].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[9].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[9].InLap,InLap,NoneType,None,2019,5565
root.records[9].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[9].QualLap1,QualLap1,str, 39.1941,2019,5565
root.records[9].QualLap2,QualLap2,str, 39.3151,2019,5565
root.records[9].QualLap3,QualLap3,str, 39.3995,2019,5565
root.records[9].QualLap4,QualLap4,str, 39.4642,2019,5565
root.records[10].DriverUrl,DriverUrl,str,/Drivers/Conor-Daly,2019,5565
root.records[10].ElapsedTime,ElapsedTime,str,02:37.4688,2019,5565
root.records[10].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[10].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[10].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[10].InLap,InLap,NoneType,None,2019,5565
root.records[10].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[10].QualLap1,QualLap1,str, 39.2626,2019,5565
root.records[10].QualLap2,QualLap2,str, 39.3879,2019,5565
root.records[10].QualLap3,QualLap3,str, 39.4040,2019,5565
root.records[10].QualLap4,QualLap4,str, 39.4143,2019,5565
root.records[11].DriverUrl,DriverUrl,str,/Drivers/Helio-Castroneves,2019,5565
root.records[11].ElapsedTime,ElapsedTime,str,02:37.5337,2019,5565
root.records[11].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[11].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[11].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[11].InLap,InLap,NoneType,None,2019,5565
root.records[11].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[11].QualLap1,QualLap1,str, 39.2083,2019,5565
root.records[11].QualLap2,QualLap2,str, 39.3775,2019,5565
root.records[11].QualLap3,QualLap3,str, 39.4600,2019,5565
root.records[11].QualLap4,QualLap4,str, 39.4879,2019,5565
root.records[12].DriverUrl,DriverUrl,str,/Drivers/Marcus-Ericsson,2019,5565
root.records[12].ElapsedTime,ElapsedTime,str,02:37.5415,2019,5565
root.records[12].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[12].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[12].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[12].InLap,InLap,NoneType,None,2019,5565
root.records[12].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[12].QualLap1,QualLap1,str, 39.2987,2019,5565
root.records[12].QualLap2,QualLap2,str, 39.4361,2019,5565
root.records[12].QualLap3,QualLap3,str, 39.3971,2019,5565
root.records[12].QualLap4,QualLap4,str, 39.4096,2019,5565
root.records[13].DriverUrl,DriverUrl,str,/Drivers/Takuma-Sato,2019,5565
root.records[13].ElapsedTime,ElapsedTime,str,02:37.6874,2019,5565
root.records[13].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[13].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[13].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[13].InLap,InLap,NoneType,None,2019,5565
root.records[13].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[13].QualLap1,QualLap1,str, 39.3392,2019,5565
root.records[13].QualLap2,QualLap2,str, 39.4293,2019,5565
root.records[13].QualLap3,QualLap3,str, 39.4969,2019,5565
root.records[13].QualLap4,QualLap4,str, 39.4220,2019,5565
root.records[14].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[14].ElapsedTime,ElapsedTime,str,02:37.7057,2019,5565
root.records[14].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[14].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[14].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[14].InLap,InLap,NoneType,None,2019,5565
root.records[14].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[14].QualLap1,QualLap1,str, 39.2590,2019,5565
root.records[14].QualLap2,QualLap2,str, 39.4561,2019,5565
root.records[14].QualLap3,QualLap3,str, 39.4936,2019,5565
root.records[14].QualLap4,QualLap4,str, 39.4970,2019,5565
root.records[15].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[15].ElapsedTime,ElapsedTime,str,02:37.8116,2019,5565
root.records[15].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[15].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[15].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[15].InLap,InLap,NoneType,None,2019,5565
root.records[15].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[15].QualLap1,QualLap1,str, 39.3649,2019,5565
root.records[15].QualLap2,QualLap2,str, 39.4391,2019,5565
root.records[15].QualLap3,QualLap3,str, 39.4943,2019,5565
root.records[15].QualLap4,QualLap4,str, 39.5133,2019,5565
root.records[16].DriverUrl,DriverUrl,str,/Drivers/Graham-Rahal,2019,5565
root.records[16].ElapsedTime,ElapsedTime,str,02:37.8226,2019,5565
root.records[16].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[16].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[16].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[16].InLap,InLap,NoneType,None,2019,5565
root.records[16].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[16].QualLap1,QualLap1,str, 39.3761,2019,5565
root.records[16].QualLap2,QualLap2,str, 39.4162,2019,5565
root.records[16].QualLap3,QualLap3,str, 39.4298,2019,5565
root.records[16].QualLap4,QualLap4,str, 39.6005,2019,5565
root.records[17].DriverUrl,DriverUrl,str,/Drivers/Scott-Dixon,2019,5565
root.records[17].ElapsedTime,ElapsedTime,str,02:37.8256,2019,5565
root.records[17].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[17].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[17].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[17].InLap,InLap,NoneType,None,2019,5565
root.records[17].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[17].QualLap1,QualLap1,str, 39.3605,2019,5565
root.records[17].QualLap2,QualLap2,str, 39.4468,2019,5565
root.records[17].QualLap3,QualLap3,str, 39.4603,2019,5565
root.records[17].QualLap4,QualLap4,str, 39.5580,2019,5565
root.records[18].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[18].ElapsedTime,ElapsedTime,str,02:37.9009,2019,5565
root.records[18].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[18].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[18].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[18].InLap,InLap,NoneType,None,2019,5565
root.records[18].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[18].QualLap1,QualLap1,str, 39.3764,2019,5565
root.records[18].QualLap2,QualLap2,str, 39.4116,2019,5565
root.records[18].QualLap3,QualLap3,str, 39.5047,2019,5565
root.records[18].QualLap4,QualLap4,str, 39.6082,2019,5565
root.records[19].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[19].ElapsedTime,ElapsedTime,str,02:37.9535,2019,5565
root.records[19].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[19].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[19].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[19].InLap,InLap,NoneType,None,2019,5565
root.records[19].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[19].QualLap1,QualLap1,str, 39.4210,2019,5565
root.records[19].QualLap2,QualLap2,str, 39.4892,2019,5565
root.records[19].QualLap3,QualLap3,str, 39.4822,2019,5565
root.records[19].QualLap4,QualLap4,str, 39.5611,2019,5565
root.records[20].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[20].ElapsedTime,ElapsedTime,str,02:37.9584,2019,5565
root.records[20].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[20].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[20].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[20].InLap,InLap,NoneType,None,2019,5565
root.records[20].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[20].QualLap1,QualLap1,str, 39.3381,2019,5565
root.records[20].QualLap2,QualLap2,str, 39.4374,2019,5565
root.records[20].QualLap3,QualLap3,str, 39.5441,2019,5565
root.records[20].QualLap4,QualLap4,str, 39.6388,2019,5565
root.records[21].DriverUrl,DriverUrl,str,/Drivers/Ryan-Hunter-Reay,2019,5565
root.records[21].ElapsedTime,ElapsedTime,str,02:37.9799,2019,5565
root.records[21].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[21].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[21].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[21].InLap,InLap,NoneType,None,2019,5565
root.records[21].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[21].QualLap1,QualLap1,str, 39.3605,2019,5565
root.records[21].QualLap2,QualLap2,str, 39.4598,2019,5565
root.records[21].QualLap3,QualLap3,str, 39.5725,2019,5565
root.records[21].QualLap4,QualLap4,str, 39.5871,2019,5565
root.records[22].DriverUrl,DriverUrl,str,/Drivers/Santino-Ferrucci,2019,5565
root.records[22].ElapsedTime,ElapsedTime,str,02:38.0815,2019,5565
root.records[22].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[22].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[22].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[22].InLap,InLap,NoneType,None,2019,5565
root.records[22].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[22].QualLap1,QualLap1,str, 39.4230,2019,5565
root.records[22].QualLap2,QualLap2,str, 39.4593,2019,5565
root.records[22].QualLap3,QualLap3,str, 39.5772,2019,5565
root.records[22].QualLap4,QualLap4,str, 39.6220,2019,5565
root.records[23].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[23].ElapsedTime,ElapsedTime,str,02:38.0911,2019,5565
root.records[23].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[23].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[23].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[23].InLap,InLap,NoneType,None,2019,5565
root.records[23].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[23].QualLap1,QualLap1,str, 39.4579,2019,5565
root.records[23].QualLap2,QualLap2,str, 39.5109,2019,5565
root.records[23].QualLap3,QualLap3,str, 39.5662,2019,5565
root.records[23].QualLap4,QualLap4,str, 39.5561,2019,5565
root.records[24].DriverUrl,DriverUrl,str,/Drivers/Jack-Harvey,2019,5565
root.records[24].ElapsedTime,ElapsedTime,str,02:38.1063,2019,5565
root.records[24].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[24].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[24].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[24].InLap,InLap,NoneType,None,2019,5565
root.records[24].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[24].QualLap1,QualLap1,str, 39.3759,2019,5565
root.records[24].QualLap2,QualLap2,str, 39.4859,2019,5565
root.records[24].QualLap3,QualLap3,str, 39.5400,2019,5565
root.records[24].QualLap4,QualLap4,str, 39.7045,2019,5565
root.records[25].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[25].ElapsedTime,ElapsedTime,str,02:38.2402,2019,5565
root.records[25].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[25].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[25].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[25].InLap,InLap,NoneType,None,2019,5565
root.records[25].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[25].QualLap1,QualLap1,str, 39.5103,2019,5565
root.records[25].QualLap2,QualLap2,str, 39.5254,2019,5565
root.records[25].QualLap3,QualLap3,str, 39.5701,2019,5565
root.records[25].QualLap4,QualLap4,str, 39.6344,2019,5565
root.records[26].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[26].ElapsedTime,ElapsedTime,str,02:38.2542,2019,5565
