transition_id,year,session_id,car_number,driver_name,team_name,before_attempt_id,after_attempt_id,before_run_index,after_run_index,before_time_utc,after_time_utc,before_time_class,after_time_class,elapsed_between_performance_observations_min,elapsed_semantic,before_four_lap_average_speed_mph,after_four_lap_average_speed_mph,delta_four_lap_average_speed_mph,before_lap1_to_lap4_delta_mph,after_lap1_to_lap4_delta_mph,delta_lap1_to_lap4_shape_mph,before_late_run_fade_mph,after_late_run_fade_mph,delta_late_run_fade_mph,fade_retention_improved,speed_improved,before_ptsc_track_c,after_ptsc_track_c,delta_ptsc_track_c,ptsc_track_change_rate_c_per_min,before_ptsc_ambient_c,after_ptsc_ambient_c,delta_ptsc_ambient_c,ptsc_ambient_change_rate_c_per_min,delta_ptsc_humidity,delta_ptsc_wind,before_forecast_temp_c,after_forecast_temp_c,delta_forecast_temp_c,forecast_temp_change_rate_c_per_min,delta_forecast_relative_humidity_pct,delta_forecast_wind_speed_10m_ms,delta_forecast_gust_ms,delta_forecast_pressure_hpa,delta_forecast_cloud_cover_pct,delta_forecast_shortwave_radiation_wm2,forecast_shortwave_change_rate_wm2_per_min,hrrr_pair_available,ptsc_pair_available,full_environment_pair_available,strategy_before_lane_action,strategy_after_lane_action,performance_dataset_inclusion_depends_on_action
f7e8b948-2fd0-5183-971b-aaea5c66c226__TO__333cf68d-54d9-5559-ac70-c73c27086892,2023,INDY500_DAY1_2023,77,Callum Ilott,,f7e8b948-2fd0-5183-971b-aaea5c66c226,333cf68d-54d9-5559-ac70-c73c27086892,1,2,2023-05-20T16:41:46Z,2023-05-20T18:45:04Z,APPROXIMATE_POINT,APPROXIMATE_POINT,123.300000,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,227.720000,231.182000,3.462000,-3.918000,-3.103000,0.815000,-2.673500,-2.107000,0.566500,True,True,39.760494,44.444444,4.683951,0.03798825,16.786420,18.888889,2.102469,0.01705166,-0.053533,-0.335556,17.611531,18.778156,1.166625,0.00946168,-3.056203,0.501939,0.390713,-1.141722,8.815000,-4.239889,-0.03438677,True,True,True,UNKNOWN,UNKNOWN,False
67f2af5c-ca4c-55e7-8c2a-5361873b43cc__TO__fce06089-154b-512e-a547-fd144ec0961c,2023,INDY500_DAY1_2023,8,Marcus Ericsson,,67f2af5c-ca4c-55e7-8c2a-5361873b43cc,fce06089-154b-512e-a547-fd144ec0961c,1,2,2023-05-20T15:24:22Z,2023-05-20T18:14:06Z,APPROXIMATE_POINT,APPROXIMATE_POINT,169.733333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.735000,232.421000,-0.314000,-1.015000,-3.068000,-2.053000,-0.533500,-1.734500,-1.201000,False,False,32.290123,44.933333,12.643210,0.07448867,16.666667,18.888889,2.222222,0.01309243,-0.033156,-0.302222,15.309347,18.501671,3.192323,0.01880787,-14.750816,0.476863,0.385363,-0.427556,3.705000,137.787000,0.81178515,True,True,True,UNKNOWN,UNKNOWN,False
fce06089-154b-512e-a547-fd144ec0961c__TO__79d389ee-b055-582a-8985-c09472aa4d69,2023,INDY500_DAY1_2023,8,Marcus Ericsson,,fce06089-154b-512e-a547-fd144ec0961c,79d389ee-b055-582a-8985-c09472aa4d69,2,3,2023-05-20T18:14:06Z,2023-05-20T19:57:53Z,APPROXIMATE_POINT,APPROXIMATE_POINT,103.783333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.421000,233.030000,0.609000,-3.068000,-1.083000,1.985000,-1.734500,-0.736500,0.998000,True,True,44.933333,44.444444,-0.488889,-0.00471067,18.888889,18.888889,0.000000,0.00000000,0.026578,-2.114444,18.501671,18.647751,0.146080,0.00140755,4.912857,1.080712,1.394911,0.330778,8.506667,-165.750000,-1.59707724,True,True,True,UNKNOWN,UNKNOWN,False
ad6c40ac-4389-5426-b8e5-1d130ac9da81__TO__3a0bcd66-fa08-5944-bf0b-5ec6c5a10f91,2023,INDY500_DAY1_2023,9,Scott Dixon,,ad6c40ac-4389-5426-b8e5-1d130ac9da81,3a0bcd66-fa08-5944-bf0b-5ec6c5a10f91,1,2,2023-05-20T15:37:44Z,2023-05-20T19:07:40Z,APPROXIMATE_POINT,APPROXIMATE_POINT,209.933333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.914000,233.375000,0.461000,-0.729000,-1.131000,-0.402000,-0.518000,-0.795500,-0.277500,False,True,33.906173,44.444444,10.538272,0.05019818,16.666667,18.604938,1.938272,0.00923280,-0.019778,-2.626667,15.857526,18.894775,3.037250,0.01446769,-11.727184,0.615794,0.160632,-1.285444,8.260000,72.042889,0.34317032,True,True,True,UNKNOWN,UNKNOWN,False
7a43b661-45d0-568a-a5a0-cb277271477b__TO__9c3e9262-c431-5cd6-a825-1390b530a69e,2024,INDY500_DAY1_2024,15,Graham Rahal,,7a43b661-45d0-568a-a5a0-cb277271477b,9c3e9262-c431-5cd6-a825-1390b530a69e,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.388000,230.685000,0.297000,-0.522000,-0.865000,-0.343000,-0.429000,-0.510500,-0.081500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
9c3e9262-c431-5cd6-a825-1390b530a69e__TO__b4791937-d75b-5408-8c3c-2a59daa81554,2024,INDY500_DAY1_2024,15,Graham Rahal,,9c3e9262-c431-5cd6-a825-1390b530a69e,b4791937-d75b-5408-8c3c-2a59daa81554,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.685000,230.233000,-0.452000,-0.865000,-0.928000,-0.063000,-0.510500,-0.717000,-0.206500,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
5f797729-5c3e-57f6-a678-7daba88cd24f__TO__e91f9ace-30e9-55fa-9bfe-2167aa6c9e03,2024,INDY500_DAY1_2024,18,Nolan Siegel,,5f797729-5c3e-57f6-a678-7daba88cd24f,e91f9ace-30e9-55fa-9bfe-2167aa6c9e03,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,228.276000,226.621000,-1.655000,-0.687000,-0.998000,-0.311000,-0.428500,-0.743000,-0.314500,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
135b66b6-87b3-5cb3-ba14-d2d21ed2fa92__TO__d8d8f4a5-fd52-51ca-bdc6-e2ddbea561ca,2024,INDY500_DAY1_2024,21,Rinus VeeKay,,135b66b6-87b3-5cb3-ba14-d2d21ed2fa92,d8d8f4a5-fd52-51ca-bdc6-e2ddbea561ca,3,4,,,BOUNDED_INTERVAL,BOUNDED_INTERVAL,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.166000,232.419000,1.253000,-1.086000,-1.785000,-0.699000,-0.717000,-1.221000,-0.504000,False,True,48.777778,47.222222,-1.555556,,28.111111,27.777778,-0.333333,,-0.010360,-0.010077,,,,,,,,,,,,False,True,False,UNKNOWN,UNKNOWN,False
0ea71424-032e-5cc5-8235-319c546b48b2__TO__31b7c177-37e7-5f95-82da-58b902d61269,2024,INDY500_DAY1_2024,23,Ryan Hunter-Reay,,0ea71424-032e-5cc5-8235-319c546b48b2,31b7c177-37e7-5f95-82da-58b902d61269,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.695000,232.385000,0.690000,-1.038000,-0.854000,0.184000,-0.717500,-0.508500,0.209000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
1af8c8bf-f788-56f3-81be-80e9e6e4c1af__TO__368def8f-7a28-54d4-9393-3450cb254203,2024,INDY500_DAY1_2024,24,Conor Daly,,1af8c8bf-f788-56f3-81be-80e9e6e4c1af,368def8f-7a28-54d4-9393-3450cb254203,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.243000,231.090000,-0.153000,-1.767000,-3.683000,-1.916000,-0.986000,-2.124000,-1.138000,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
1918bf96-47b4-5e0b-afc4-1d3a7254a703__TO__2122fcb1-992b-5480-b45c-d7e48ddcf229,2024,INDY500_DAY1_2024,26,Colton Herta,,1918bf96-47b4-5e0b-afc4-1d3a7254a703,2122fcb1-992b-5480-b45c-d7e48ddcf229,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.316000,232.236000,-0.080000,-1.197000,-0.520000,0.677000,-0.845500,-0.306000,0.539500,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
57d1f314-d70f-5dc5-8939-c39e7e310a5b__TO__593951bf-c35d-57ed-99ba-3aca33173abf,2024,INDY500_DAY1_2024,28,Marcus Ericsson,,57d1f314-d70f-5dc5-8939-c39e7e310a5b,593951bf-c35d-57ed-99ba-3aca33173abf,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.603000,230.765000,0.162000,-0.661000,-0.838000,-0.177000,-0.433000,-0.391500,0.041500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
593951bf-c35d-57ed-99ba-3aca33173abf__TO__6ff45585-fb1d-530f-9185-8b2474335069,2024,INDY500_DAY1_2024,28,Marcus Ericsson,,593951bf-c35d-57ed-99ba-3aca33173abf,6ff45585-fb1d-530f-9185-8b2474335069,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.765000,230.342000,-0.423000,-0.838000,-0.619000,0.219000,-0.391500,-0.460500,-0.069000,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
d1cffcb4-c7e0-5ec5-8fdb-d540dcba7eb3__TO__e51bc773-d8e6-5354-b5a6-b655f74dd604,2024,INDY500_DAY1_2024,30,Pietro Fittipaldi,,d1cffcb4-c7e0-5ec5-8fdb-d540dcba7eb3,e51bc773-d8e6-5354-b5a6-b655f74dd604,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.100000,230.874000,-0.226000,-0.736000,-0.773000,-0.037000,-0.385500,-0.494000,-0.108500,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
a6f827ba-f7fd-5632-aa50-9e648038770a__TO__f67e0165-0d7c-5cc9-9076-3a4e6354bcab,2024,INDY500_DAY1_2024,41,Sting Ray Robb,,a6f827ba-f7fd-5632-aa50-9e648038770a,f67e0165-0d7c-5cc9-9076-3a4e6354bcab,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.346000,231.826000,0.480000,-1.148000,-0.570000,0.578000,-0.513000,-0.343000,0.170000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
b0fea442-416e-5edd-88b3-b430ad75ba1a__TO__bb305266-c60f-5f5b-b658-92109cb4b844,2024,INDY500_DAY1_2024,45,Christian Lundgaard,,b0fea442-416e-5edd-88b3-b430ad75ba1a,bb305266-c60f-5f5b-b658-92109cb4b844,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.157000,231.465000,0.308000,-1.245000,-0.552000,0.693000,-0.693000,-0.481000,0.212000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
0cb1b370-25ae-58b2-88a3-8d079ec339cc__TO__2c6a50e6-564c-5b01-bb51-6a1d93ae56d7,2024,INDY500_DAY1_2024,5,Pato O'Ward,,0cb1b370-25ae-58b2-88a3-8d079ec339cc,2c6a50e6-564c-5b01-bb51-6a1d93ae56d7,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.840000,231.833000,1.993000,2.992000,-1.167000,-4.159000,1.842500,-0.658000,-2.500500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
2c6a50e6-564c-5b01-bb51-6a1d93ae56d7__TO__592e992b-5103-52a6-b623-e25e826386bc,2024,INDY500_DAY1_2024,5,Pato O'Ward,,2c6a50e6-564c-5b01-bb51-6a1d93ae56d7,592e992b-5103-52a6-b623-e25e826386bc,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.833000,232.434000,0.601000,-1.167000,-1.047000,0.120000,-0.658000,-0.728000,-0.070000,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
aace8bfa-a08d-503d-b6f2-627ee9f4eb45__TO__f3afb84c-e701-50f7-aece-f715b96b5be0,2024,INDY500_DAY1_2024,51,Katherine Legge,,aace8bfa-a08d-503d-b6f2-627ee9f4eb45,f3afb84c-e701-50f7-aece-f715b96b5be0,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.830000,230.244000,-0.586000,-0.409000,-0.737000,-0.328000,-0.345500,-0.335500,0.010000,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
411accca-4d36-5e24-a0fe-6db5a36714c5__TO__5c278e99-19d1-5e85-8f4a-80b809055515,2024,INDY500_DAY1_2024,6,Callum Ilott,,411accca-4d36-5e24-a0fe-6db5a36714c5,5c278e99-19d1-5e85-8f4a-80b809055515,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.230000,231.728000,-0.502000,-1.651000,-0.300000,1.351000,-1.211000,-0.187500,1.023500,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
5c278e99-19d1-5e85-8f4a-80b809055515__TO__fd5283e0-98dd-56b4-8731-1cdc87fbd6b9,2024,INDY500_DAY1_2024,6,Callum Ilott,,5c278e99-19d1-5e85-8f4a-80b809055515,fd5283e0-98dd-56b4-8731-1cdc87fbd6b9,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.728000,231.995000,0.267000,-0.300000,-0.550000,-0.250000,-0.187500,-0.383000,-0.195500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
bbf879f3-b407-5099-8ff9-3f4c67ad6bf7__TO__f172d26d-2ebf-5b64-b109-6c83a2062894,2024,INDY500_DAY1_2024,66,Tom Blomqvist,,bbf879f3-b407-5099-8ff9-3f4c67ad6bf7,f172d26d-2ebf-5b64-b109-6c83a2062894,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.578000,231.403000,-0.175000,-0.944000,-0.383000,0.561000,-0.619500,-0.219000,0.400500,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
3072c6a1-a1c0-561e-a338-3e9b559cea21__TO__8ec48ba2-cd65-5a70-94b7-6bd93fe67f38,2024,INDY500_DAY1_2024,7,Alexander Rossi,,3072c6a1-a1c0-561e-a338-3e9b559cea21,8ec48ba2-cd65-5a70-94b7-6bd93fe67f38,1,2,2024-05-18T17:53:59Z,2024-05-18T20:37:01Z,APPROXIMATE_POINT,BOUNDED_INTERVAL,163.033333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.962000,233.069000,0.107000,-0.834000,-1.024000,-0.190000,-0.422000,-0.631500,-0.209500,False,True,45.222840,50.815432,5.592593,0.03430337,26.443827,27.517901,1.074074,0.00658806,-0.074011,-0.532222,24.518096,26.429590,1.911493,0.01172455,-12.972671,-0.539688,-0.654899,-0.193056,-4.990278,-214.118333,-1.31334083,True,True,True,UNKNOWN,UNKNOWN,False
1e58447e-195b-5aab-b720-7d8cd9090436__TO__ae5fc451-f8e7-53f2-aeb0-2d119f29fcf0,2024,INDY500_DAY1_2024,75,Takuma Sato,,1e58447e-195b-5aab-b720-7d8cd9090436,ae5fc451-f8e7-53f2-aeb0-2d119f29fcf0,,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.140000,232.473000,0.333000,-0.442000,-1.291000,-0.849000,-0.397000,-1.043500,-0.646500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
